Id,EntryTime,ExitTime,EntryPrice,ExitPrice,Qty,TradePL,BaseStrategy,EntrySide,ExitSide,ExitReason,HoldMins,Commission,NetPL,GrossPL,Direction,Session
382,,2025-03-11 09:30:00,,,-1.0,-78.75,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-82.79,-78.75,Unknown,Unknown
384,,2025-03-12 03:15:00,,,1.0,151.25,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,147.21,151.25,Unknown,Unknown
386,,2025-03-12 04:00:00,,,-1.0,85.0,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,80.96,85.0,Unknown,Unknown
388,,2025-03-12 04:30:00,,,1.0,35.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,30.96,35.0,Unknown,Unknown
390,,2025-03-12 04:45:00,,,-1.0,72.5,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,68.46,72.5,Unknown,Unknown
392,,2025-03-12 09:30:00,,,1.0,-157.5,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-161.54,-157.5,Unknown,Unknown
394,,2025-03-13 05:00:00,,,-1.0,-276.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-280.29,-276.25,Unknown,Unknown
396,,2025-03-13 07:15:00,,,1.0,-82.5,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-86.54,-82.5,Unknown,Unknown
398,,2025-03-13 07:30:00,,,-1.0,-22.5,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-26.54,-22.5,Unknown,Unknown
400,,2025-03-13 07:45:00,,,1.0,37.5,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,33.46,37.5,Unknown,Unknown
402,,2025-03-13 08:00:00,,,-1.0,31.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,27.21,31.25,Unknown,Unknown
404,,2025-03-13 08:15:00,,,1.0,71.25,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,67.21,71.25,Unknown,Unknown
406,,2025-03-13 08:45:00,,,-1.0,77.5,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,73.46,77.5,Unknown,Unknown
408,,2025-03-14 03:15:00,,,1.0,178.75,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,174.71,178.75,Unknown,Unknown
410,,2025-03-14 04:30:00,,,-1.0,66.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,62.21,66.25,Unknown,Unknown
412,,2025-03-14 07:00:00,,,1.0,-18.75,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-22.79,-18.75,Unknown,Unknown
414,,2025-03-14 07:15:00,,,-1.0,-22.5,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-26.54,-22.5,Unknown,Unknown
416,,2025-03-17 03:15:00,,,1.0,-435.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-439.04,-435.0,Unknown,Unknown
418,,2025-03-17 04:45:00,,,-1.0,46.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,42.21,46.25,Unknown,Unknown
420,,2025-03-17 08:15:00,,,1.0,-46.25,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-50.29,-46.25,Unknown,Unknown
422,,2025-03-17 08:30:00,,,-1.0,-10.0,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-14.04,-10.0,Unknown,Unknown
424,,2025-03-17 09:30:00,,,1.0,-85.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-89.04,-85.0,Unknown,Unknown
426,,2025-03-18 03:30:00,,,-1.0,161.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,157.21,161.25,Unknown,Unknown
428,,2025-03-18 06:15:00,,,1.0,30.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,25.96,30.0,Unknown,Unknown
430,,2025-03-19 04:30:00,,,-1.0,-208.75,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-212.79,-208.75,Unknown,Unknown
432,,2025-03-19 05:15:00,,,1.0,23.75,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,19.71,23.75,Unknown,Unknown
434,,2025-03-19 05:45:00,,,-1.0,57.5,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,53.46,57.5,Unknown,Unknown
436,,2025-03-19 09:30:00,,,1.0,-36.25,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-40.29,-36.25,Unknown,Unknown
438,,2025-03-20 07:00:00,,,-1.0,66.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,62.21,66.25,Unknown,Unknown
440,,2025-03-20 07:30:00,,,1.0,0.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-4.04,0.0,Unknown,Unknown
442,,2025-03-20 08:00:00,,,-1.0,50.0,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,45.96,50.0,Unknown,Unknown
444,,2025-03-20 08:15:00,,,1.0,21.25,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,17.21,21.25,Unknown,Unknown
446,,2025-03-20 09:30:00,,,-1.0,-75.0,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-79.04,-75.0,Unknown,Unknown
448,,2025-03-21 03:30:00,,,1.0,-72.5,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-76.54,-72.5,Unknown,Unknown
450,,2025-03-21 06:15:00,,,-1.0,-13.75,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-17.79,-13.75,Unknown,Unknown
452,,2025-03-21 06:45:00,,,1.0,55.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,50.96,55.0,Unknown,Unknown
454,,2025-03-24 03:15:00,,,-1.0,370.0,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,365.96,370.0,Unknown,Unknown
456,,2025-03-24 05:45:00,,,1.0,-20.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-24.04,-20.0,Unknown,Unknown
458,,2025-03-24 06:30:00,,,-1.0,37.5,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,33.46,37.5,Unknown,Unknown
460,,2025-03-25 04:15:00,,,1.0,-138.75,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-142.79,-138.75,Unknown,Unknown
462,,2025-03-25 06:00:00,,,-1.0,28.75,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,24.71,28.75,Unknown,Unknown
464,,2025-03-26 04:00:00,,,1.0,-58.75,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-62.79,-58.75,Unknown,Unknown
466,,2025-03-26 07:30:00,,,-1.0,12.5,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,8.46,12.5,Unknown,Unknown
468,,2025-03-27 03:45:00,,,1.0,338.75,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,334.71,338.75,Unknown,Unknown
470,,2025-03-27 04:45:00,,,-1.0,1.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-2.79,1.25,Unknown,Unknown
472,,2025-03-27 07:00:00,,,1.0,21.25,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,17.21,21.25,Unknown,Unknown
474,,2025-03-27 08:00:00,,,-1.0,17.5,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,13.46,17.5,Unknown,Unknown
476,,2025-03-27 08:15:00,,,1.0,17.5,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,13.46,17.5,Unknown,Unknown
478,,2025-03-27 09:30:00,,,-1.0,-56.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-60.29,-56.25,Unknown,Unknown
480,,2025-03-28 03:15:00,,,1.0,68.75,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,64.71,68.75,Unknown,Unknown
482,,2025-03-28 05:15:00,,,-1.0,-6.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-10.29,-6.25,Unknown,Unknown
484,,2025-03-28 08:30:00,,,1.0,2.5,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-1.54,2.5,Unknown,Unknown
486,,2025-03-28 09:15:00,,,-1.0,11.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,7.21,11.25,Unknown,Unknown
488,,2025-03-28 09:30:00,,,1.0,28.75,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,24.71,28.75,Unknown,Unknown
490,,2025-03-31 03:45:00,,,-1.0,-683.75,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-687.79,-683.75,Unknown,Unknown
492,,2025-03-31 04:45:00,,,1.0,47.5,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,43.46,47.5,Unknown,Unknown
494,,2025-03-31 05:30:00,,,-1.0,-13.75,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-17.79,-13.75,Unknown,Unknown
496,,2025-03-31 05:45:00,,,1.0,30.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,25.96,30.0,Unknown,Unknown
498,,2025-03-31 08:45:00,,,-1.0,25.0,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,20.96,25.0,Unknown,Unknown
500,,2025-03-31 09:00:00,,,1.0,-2.5,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-6.54,-2.5,Unknown,Unknown
502,,2025-03-31 09:15:00,,,-1.0,-8.75,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-12.79,-8.75,Unknown,Unknown
504,,2025-03-31 09:30:00,,,1.0,43.75,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,39.71,43.75,Unknown,Unknown
506,,2025-04-01 03:15:00,,,-1.0,462.5,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,458.46,462.5,Unknown,Unknown
508,,2025-04-01 03:45:00,,,1.0,72.5,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,68.46,72.5,Unknown,Unknown
510,,2025-04-01 04:30:00,,,-1.0,26.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,22.21,26.25,Unknown,Unknown
512,,2025-04-01 06:15:00,,,1.0,22.5,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,18.46,22.5,Unknown,Unknown
514,,2025-04-01 09:15:00,,,-1.0,-1.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-5.29,-1.25,Unknown,Unknown
516,,2025-04-02 03:15:00,,,1.0,-101.25,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-105.29,-101.25,Unknown,Unknown
518,,2025-04-02 06:30:00,,,-1.0,-70.0,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-74.04,-70.0,Unknown,Unknown
520,,2025-04-02 06:45:00,,,1.0,36.25,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,32.21,36.25,Unknown,Unknown
522,,2025-04-02 08:15:00,,,-1.0,-66.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-70.29,-66.25,Unknown,Unknown
524,,2025-04-02 08:30:00,,,1.0,77.5,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,73.46,77.5,Unknown,Unknown
526,,2025-04-02 09:00:00,,,-1.0,58.75,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,54.71,58.75,Unknown,Unknown
528,,2025-04-02 09:15:00,,,1.0,31.25,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,27.21,31.25,Unknown,Unknown
530,,2025-04-02 09:30:00,,,-1.0,-25.0,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-29.04,-25.0,Unknown,Unknown
532,,2025-04-03 03:15:00,,,1.0,425.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,420.96,425.0,Unknown,Unknown
534,,2025-04-03 03:30:00,,,-1.0,67.5,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,63.46,67.5,Unknown,Unknown
536,,2025-04-03 05:15:00,,,1.0,23.75,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,19.71,23.75,Unknown,Unknown
538,,2025-04-03 07:15:00,,,-1.0,-51.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-55.29,-51.25,Unknown,Unknown
540,,2025-04-03 07:30:00,,,1.0,40.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,35.96,40.0,Unknown,Unknown
542,,2025-04-03 08:15:00,,,-1.0,75.0,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,70.96,75.0,Unknown,Unknown
544,,2025-04-03 08:30:00,,,1.0,58.75,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,54.71,58.75,Unknown,Unknown
546,,2025-04-04 03:15:00,,,-1.0,-546.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-550.29,-546.25,Unknown,Unknown
548,,2025-04-04 03:45:00,,,1.0,47.5,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,43.46,47.5,Unknown,Unknown
550,,2025-04-04 08:00:00,,,-1.0,-591.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-595.29,-591.25,Unknown,Unknown
552,,2025-04-04 08:15:00,,,1.0,20.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,15.96,20.0,Unknown,Unknown
554,,2025-04-04 08:30:00,,,-1.0,46.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,42.21,46.25,Unknown,Unknown
556,,2025-04-04 08:45:00,,,1.0,-45.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-49.04,-45.0,Unknown,Unknown
558,,2025-04-04 09:00:00,,,-1.0,22.5,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,18.46,22.5,Unknown,Unknown
560,,2025-04-04 09:15:00,,,1.0,25.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,20.96,25.0,Unknown,Unknown
562,,2025-04-04 09:30:00,,,-1.0,-32.5,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-36.54,-32.5,Unknown,Unknown
564,,2025-04-07 03:30:00,,,1.0,2153.75,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,2149.71,2153.75,Unknown,Unknown
566,,2025-04-07 04:00:00,,,-1.0,93.75,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,89.71,93.75,Unknown,Unknown
568,,2025-04-07 07:00:00,,,1.0,-588.75,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-592.79,-588.75,Unknown,Unknown
570,,2025-04-07 07:15:00,,,-1.0,110.0,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,105.96,110.0,Unknown,Unknown
572,,2025-04-07 07:45:00,,,1.0,168.75,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,164.71,168.75,Unknown,Unknown
574,,2025-04-07 08:00:00,,,-1.0,-1.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-5.29,-1.25,Unknown,Unknown
576,,2025-04-07 08:15:00,,,1.0,61.25,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,57.21,61.25,Unknown,Unknown
578,,2025-04-07 08:30:00,,,-1.0,192.5,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,188.46,192.5,Unknown,Unknown
580,,2025-04-07 08:45:00,,,1.0,152.5,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,148.46,152.5,Unknown,Unknown
582,,2025-04-07 09:00:00,,,-1.0,153.75,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,149.71,153.75,Unknown,Unknown
584,,2025-04-07 09:15:00,,,1.0,170.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,165.96,170.0,Unknown,Unknown
586,,2025-04-08 03:15:00,,,-1.0,985.0,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,980.96,985.0,Unknown,Unknown
588,,2025-04-08 04:15:00,,,1.0,43.75,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,39.71,43.75,Unknown,Unknown
590,,2025-04-08 04:45:00,,,-1.0,53.75,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,49.71,53.75,Unknown,Unknown
592,,2025-04-08 05:30:00,,,1.0,42.5,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,38.46,42.5,Unknown,Unknown
594,,2025-04-08 05:45:00,,,-1.0,46.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,42.21,46.25,Unknown,Unknown
596,,2025-04-08 06:00:00,,,1.0,93.75,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,89.71,93.75,Unknown,Unknown
598,,2025-04-08 06:45:00,,,-1.0,80.0,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,75.96,80.0,Unknown,Unknown
600,,2025-04-08 07:15:00,,,1.0,36.25,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,32.21,36.25,Unknown,Unknown
602,,2025-04-08 07:30:00,,,-1.0,82.5,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,78.46,82.5,Unknown,Unknown
604,,2025-04-08 08:45:00,,,1.0,-165.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-169.04,-165.0,Unknown,Unknown
606,,2025-04-08 09:00:00,,,-1.0,30.0,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,25.96,30.0,Unknown,Unknown
608,,2025-04-08 09:30:00,,,1.0,-243.75,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-247.79,-243.75,Unknown,Unknown
610,,2025-04-09 03:15:00,,,-1.0,-1211.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-1215.29,-1211.25,Unknown,Unknown
612,,2025-04-09 03:30:00,,,1.0,82.5,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,78.46,82.5,Unknown,Unknown
614,,2025-04-09 03:45:00,,,-1.0,170.0,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,165.96,170.0,Unknown,Unknown
616,,2025-04-09 04:00:00,,,1.0,68.75,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,64.71,68.75,Unknown,Unknown
618,,2025-04-09 04:45:00,,,-1.0,-110.0,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-114.04,-110.0,Unknown,Unknown
620,,2025-04-09 05:45:00,,,1.0,-2.5,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-6.54,-2.5,Unknown,Unknown
622,,2025-04-09 08:45:00,,,-1.0,-362.5,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-366.54,-362.5,Unknown,Unknown
624,,2025-04-09 09:00:00,,,1.0,-113.75,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-117.79,-113.75,Unknown,Unknown
626,,2025-04-09 09:15:00,,,-1.0,107.5,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,103.46,107.5,Unknown,Unknown
628,,2025-04-10 03:30:00,,,1.0,-2298.75,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-2302.79,-2298.75,Unknown,Unknown
630,,2025-04-10 04:45:00,,,-1.0,-280.0,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-284.04,-280.0,Unknown,Unknown
632,,2025-04-10 05:00:00,,,1.0,75.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,70.96,75.0,Unknown,Unknown
634,,2025-04-10 06:15:00,,,-1.0,181.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,177.21,181.25,Unknown,Unknown
636,,2025-04-10 07:00:00,,,1.0,90.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,85.96,90.0,Unknown,Unknown
638,,2025-04-10 08:00:00,,,-1.0,76.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,72.21,76.25,Unknown,Unknown
640,,2025-04-10 08:15:00,,,1.0,70.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,65.96,70.0,Unknown,Unknown
642,,2025-04-10 09:30:00,,,-1.0,-82.5,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-86.54,-82.5,Unknown,Unknown
644,,2025-04-11 04:30:00,,,1.0,442.5,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,438.46,442.5,Unknown,Unknown
646,,2025-04-11 05:15:00,,,-1.0,-27.5,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-31.54,-27.5,Unknown,Unknown
648,,2025-04-11 07:30:00,,,1.0,-166.25,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-170.29,-166.25,Unknown,Unknown
650,,2025-04-11 07:45:00,,,-1.0,-11.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-15.29,-11.25,Unknown,Unknown
652,,2025-04-11 08:00:00,,,1.0,-42.5,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-46.54,-42.5,Unknown,Unknown
654,,2025-04-11 08:15:00,,,-1.0,10.0,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,5.96,10.0,Unknown,Unknown
656,,2025-04-11 09:00:00,,,1.0,80.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,75.96,80.0,Unknown,Unknown
658,,2025-04-11 09:30:00,,,-1.0,-131.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-135.29,-131.25,Unknown,Unknown
660,,2025-04-14 05:30:00,,,1.0,-870.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-874.04,-870.0,Unknown,Unknown
662,,2025-04-14 06:45:00,,,-1.0,33.75,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,29.71,33.75,Unknown,Unknown
664,,2025-04-14 08:00:00,,,1.0,45.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,40.96,45.0,Unknown,Unknown
666,,2025-04-14 08:15:00,,,-1.0,56.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,52.21,56.25,Unknown,Unknown
668,,2025-04-14 09:30:00,,,1.0,-145.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-149.04,-145.0,Unknown,Unknown
670,,2025-04-15 03:15:00,,,-1.0,-208.75,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-212.79,-208.75,Unknown,Unknown
672,,2025-04-15 05:45:00,,,1.0,45.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,40.96,45.0,Unknown,Unknown
674,,2025-04-15 06:15:00,,,-1.0,47.5,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,43.46,47.5,Unknown,Unknown
676,,2025-04-15 07:45:00,,,1.0,86.25,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,82.21,86.25,Unknown,Unknown
678,,2025-04-15 08:45:00,,,-1.0,-10.0,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-14.04,-10.0,Unknown,Unknown
680,,2025-04-15 09:00:00,,,1.0,-7.5,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-11.54,-7.5,Unknown,Unknown
682,,2025-04-15 09:15:00,,,-1.0,27.5,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,23.46,27.5,Unknown,Unknown
684,,2025-04-16 03:30:00,,,1.0,425.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,420.96,425.0,Unknown,Unknown
686,,2025-04-16 04:30:00,,,-1.0,125.0,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,120.96,125.0,Unknown,Unknown
688,,2025-04-16 05:00:00,,,1.0,-50.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-54.04,-50.0,Unknown,Unknown
690,,2025-04-16 05:15:00,,,-1.0,10.0,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,5.96,10.0,Unknown,Unknown
692,,2025-04-16 06:00:00,,,1.0,42.5,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,38.46,42.5,Unknown,Unknown
694,,2025-04-16 06:15:00,,,-1.0,25.0,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,20.96,25.0,Unknown,Unknown
696,,2025-04-16 09:00:00,,,1.0,60.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,55.96,60.0,Unknown,Unknown
698,,2025-04-16 09:15:00,,,-1.0,-20.0,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-24.04,-20.0,Unknown,Unknown
700,,2025-04-16 09:30:00,,,1.0,25.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,20.96,25.0,Unknown,Unknown
702,,2025-04-17 03:15:00,,,-1.0,-71.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-75.29,-71.25,Unknown,Unknown
704,,2025-04-17 05:00:00,,,1.0,35.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,30.96,35.0,Unknown,Unknown
706,,2025-04-17 05:30:00,,,-1.0,43.75,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,39.71,43.75,Unknown,Unknown
708,,2025-04-17 06:15:00,,,1.0,91.25,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,87.21,91.25,Unknown,Unknown
710,,2025-04-17 09:15:00,,,-1.0,-51.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-55.29,-51.25,Unknown,Unknown
712,,2025-04-17 09:30:00,,,1.0,16.25,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,12.21,16.25,Unknown,Unknown
714,,2025-04-21 08:30:00,,,-1.0,-338.75,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-342.79,-338.75,Unknown,Unknown
716,,2025-04-21 09:15:00,,,1.0,22.5,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,18.46,22.5,Unknown,Unknown
718,,2025-04-22 03:30:00,,,-1.0,-70.0,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,-74.04,-70.0,Unknown,Unknown
720,,2025-04-22 04:15:00,,,1.0,50.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,45.96,50.0,Unknown,Unknown
722,,2025-04-22 04:30:00,,,-1.0,21.25,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,17.21,21.25,Unknown,Unknown
724,,2025-04-22 07:15:00,,,1.0,30.0,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,25.96,30.0,Unknown,Unknown
726,,2025-04-22 08:45:00,,,-1.0,27.5,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,23.46,27.5,Unknown,Unknown
728,,2025-04-22 09:30:00,,,1.0,-77.5,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-81.54,-77.5,Unknown,Unknown
730,,2025-04-23 03:30:00,,,-1.0,780.0,EMA_Inversion_33,Sell to Close,Sell to Close,Close,,4.04,775.96,780.0,Unknown,Unknown
732,,2025-04-23 05:45:00,,,1.0,-86.25,EMA_Inversion_33,Buy to Close,Buy to Close,Close,,4.04,-90.29,-86.25,Unknown,Unknown
